freq,c_dest,purpose,duration,tra_mode,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	14120 u
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	124543 u	453913 u	: u	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	142196 	187258 	323462 	301902 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1106828 u	1693405 u	2079776 u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	312360 u	287762 u	1275047 	1962733 	2381225 
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	347382 	305166 	1302095 	1980912 e	2426753 
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	63746 	126141 u	75882 u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	21063 u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RRDMV_PAS_X_BUS,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	56606 	: 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	502396 	731746 	1774631 	2515146 	2748055 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	650792 	778794 	1837167 	2127630 	2593370 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	51756 u	61484 u	238841 	208484 	302491 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	804646 	890246 	1436088 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	130323 	91398 u	305121 	384946 	411356 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	125726 u	505866 	1304330 	1417653 	1572698 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	5294570 	7159987 	16607966 	24026332 	25679677 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	827601 	406548 	1180469 	1350089 	2277813 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	14508484 	16011119 	43128421 	56948218 	61751200 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	118890 	149681 	247183 	334844 	361688 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	114310 	126917 	344837 	355202 	319390 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1090276 	1316631 	3855119 	4812819 	5216332 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	17765635 	19745704 	51255369 	66414750 e	74309311 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	477155 	252431 	1079251 	1148280 	1216283 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2689014 	1795453 	6087577 	8085423 	9276826 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	81094 	168898 	257601 	343459 	415961 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	254388 	344634 	614188 	814056 	999795 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	520749 	504422 	1414680 	1849215 	2261848 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	965466 	769373 	2568035 	2862467 	2783931 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	158922 	209694 	556280 	639990 	653216 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	109258 	152864 	339473 	400692 	429439 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	72829 u	118640 	259050 	414856 	388834 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	32500 	100031 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	45435 	41194 	105337 	131555 	164416 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1192653 	1177867 	4209970 	4620969 	4711335 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	213956 	1377290 	900542 	1236210 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	961981 	1126230 	2311984 	2939512 	3283838 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	144420 	154558 	539309 	629355 	700890 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	30468 u	111637 	175587 	294680 	224293 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1005233 	1178185 	2301548 	: 	3897184 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	68115 u	223545 	352722 	563427 	570514 
A,NEU27_2020_FOR,TOTAL,N_GE4,TOTAL,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	87026 u	387113 	701612 	847838 
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	561658 u	1132666 u	1027143 u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	84095 u	77342 u	136124 u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	260200 	352646 	1204452 	2111096 	2013410 
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	157847 u	277443 	332199 
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	356734 	431813 	1330285 	2220460 e	2176671 
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	120107 u	185980 u	152761 u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	30085 	63772 u	133026 u	133939 u	182733 u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	7789 	7408 	8728 	12002 	11380 
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	101822 	126562 	68518 u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	16889 u	27448 u	38837 	23611 u	25397 u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,WW,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,WORLD,PER,N1-3,AIR,NR,AL	: 	: 	: 	: 	: 	45321 	: 	66789 	: u	: 	: 	: 	: 
A,WORLD,PER,N1-3,AIR,NR,AT	545038 	583361 	590412 	554955 	649905 	569460 	691964 	680185 	175375 	296798 	643758 	1030726 	1022354 
A,WORLD,PER,N1-3,AIR,NR,BE	274100 	397812 	477083 	417747 	604361 	758533 b	736630 	790521 	238757 	296323 	591998 	652292 	542424 
A,WORLD,PER,N1-3,AIR,NR,BG	: u	: u	: u	: u	: u	28910 u	: u	33233 u	: u	: u	41736 u	49068 u	81255 u
A,WORLD,PER,N1-3,AIR,NR,CH	689243 	872655 	757906 	1038006 	1068701 	1213932 	1285679 	1023489 	245595 u	174527 u	531211 	: 	: 
A,WORLD,PER,N1-3,AIR,NR,CY	143440 b	158794 	139126 	150057 	180630 	233642 	249053 	290782 	88252 	76395 	258192 	343048 	332560 
A,WORLD,PER,N1-3,AIR,NR,CZ	87583 u	: u	: u	: u	: u	: u	197560 u	202623 u	: u	: u	104825 u	163781 u	174435 u
A,WORLD,PER,N1-3,AIR,NR,DE	4209466 	4748100 	4040357 	4489122 	5055561 	4494445 	5048308 	4955574 	1211994 u	1099965 u	3207131 	2892122 	3822906 
A,WORLD,PER,N1-3,AIR,NR,DK	660796 	959304 b	925933 	1005229 	1032553 	881467 	426035 	1346371 	198091 u	331419 	578207 	508316 	1076888 
A,WORLD,PER,N1-3,AIR,NR,EA20	16449958 	16014523 	15504392 	16816299 	17913714 	21540291 	23417625 	23671652 	7914104 	7855925 	19244997 	22789236 	24435525 
A,WORLD,PER,N1-3,AIR,NR,EE	48327 u	45744 u	51565 	38363 u	47689 u	66940 	117641 	83478 	24801 u	33927 u	97727 	124119 	120449 
A,WORLD,PER,N1-3,AIR,NR,EL	112643 	57899 	97316 	124278 	98978 	130841 	142162 	133509 	52931 	84764 	168222 	145153 	240570 
A,WORLD,PER,N1-3,AIR,NR,ES	2703748 	2402097 	2460061 	2975510 b	3367911 	3664939 	4642016 	5236947 	1448534 	2042096 	4122292 	5048280 	5934142 
A,WORLD,PER,N1-3,AIR,NR,EU27_2020	19588912 e	19239202 e	18656140 	20324733 	21249141 	26183991 	27170938 	28029017 	9037307 	9243270 	22486721 	26297716 e	29788023 
A,WORLD,PER,N1-3,AIR,NR,FI	834492 b	822830 	790632 	864106 	841958 	1092961 	953088 	532476 	147194 u	119056 u	264758 	657436 	739340 
A,WORLD,PER,N1-3,AIR,NR,FR	2593715 	2471845 	2492549 	2568953 	2359621 	3465356 	3683352 	3687526 	2510780 	2114044 	4412573 	5151263 	4061049 
A,WORLD,PER,N1-3,AIR,NR,HR	63674 u	62438 u	53192 u	49462 u	36529 u	26713 u	74647 	67474 	: u	: u	80512 	66743 	115385 
A,WORLD,PER,N1-3,AIR,NR,HU	65578 	69164 	80735 	108962 	124350 	243304 	236619 	290989 	91085 	45702 	219879 	266307 	374293 
A,WORLD,PER,N1-3,AIR,NR,IE	1065306 	1156172 	1135015 	1257526 	1226029 	1620229 	1723838 	1696280 	557084 	245337 	1528912 	2204186 	2712161 
A,WORLD,PER,N1-3,AIR,NR,IT	2636072 	2013893 	1947460 b	1847662 	1807480 	3291825 	3025758 	3038515 	768355 	599227 	1814174 	1937089 	2157105 
A,WORLD,PER,N1-3,AIR,NR,LT	56141 	27078 	34331 	43659 	46745 	60456 	70793 	109635 	31783 	54085 	57454 	84081 	130362 
A,WORLD,PER,N1-3,AIR,NR,LU	90436 	74031 	108741 	110583 	112027 	175036 	183806 	202535 	57033 	60891 	149649 	151770 	167442 
A,WORLD,PER,N1-3,AIR,NR,LV	59901 u	39134 u	60489 u	70239 u	70805 u	73227 u	95848 u	93267 u	: u	48625 u	108351 	145148 	190065 
A,WORLD,PER,N1-3,AIR,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,AIR,NR,MK	: 	: 	: 	: 	: 	: 	: 	8337 u	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,AIR,NR,MT	41377 	48018 	43539 b	48119 	58197 	83827 	105651 	130840 	41863 	45303 	101502 	148236 	156203 
A,WORLD,PER,N1-3,AIR,NR,NL	746478 b	753751 	749621 	885009 	998872 	1259877 	1318439 	1254477 	333761 	416403 	1031689 	1145007 	1142752 
A,WORLD,PER,N1-3,AIR,NR,NO	: 	1553804 	2000645 	1956729 	1883491 	1942864 	1966394 	: 	: 	787141 	1878985 	1784213 	2009099 
A,WORLD,PER,N1-3,AIR,NR,PL	522135 	349885 	300244 b	441922 	473674 	596062 	561370 	659703 	350560 	384338 	732331 	854219 	1041976 
A,WORLD,PER,N1-3,AIR,NR,PT	182478 	133234 	190498 	262217 	307866 	385563 	369713 	456627 	153617 	146690 	449403 	615570 	601205 
A,WORLD,PER,N1-3,AIR,NR,RO	: u	62116 	61657 	46494 u	68483 u	57056 u	76797 	67026 	: u	30846 u	65654 	76178 	112336 
A,WORLD,PER,N1-3,AIR,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,AIR,NR,SE	: 	: 	1697257 	1848962 	1557848 	2804905 	2232942 	1757420 	406029 	543752 	1499091 	: 	2491314 
A,WORLD,PER,N1-3,AIR,NR,SI	23534 u	18293 u	21199 u	38735 u	27922 u	44699 u	30189 u	87722 u	: 	21925 u	47447 	72906 	81055 
A,WORLD,PER,N1-3,AIR,NR,SK	: u	: 	: u	: u	: u	: u	154731 u	143283 u	: u	: u	109251 u	174062 	165997 
A,WORLD,PER,N1-3,AIR,NR,UK	6079883 	6307108 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,BUS,NR,AL	: 	: 	: 	: 	: 	1813764 	: 	1794046 	955033 	: 	: 	: 	: 
A,WORLD,PER,N1-3,BUS,NR,AT	570575 	563209 	580162 	610539 	674034 	673927 	677496 	649168 	162063 	185226 	562193 	641727 	728404 
A,WORLD,PER,N1-3,BUS,NR,BE	190913 	145476 	157421 	185053 	205735 	134352 b	183676 	207702 	60107 u	101574 u	303533 	236729 	247081 
A,WORLD,PER,N1-3,BUS,NR,BG	538988 b	403038 	422579 	276401 	363377 	459813 	460339 	452649 	132034 	179380 	262751 	288780 	318863 
A,WORLD,PER,N1-3,BUS,NR,CH	394313 u	267894 u	186982 u	283756 u	252581 u	262235 u	246177 u	267410 u	: u	: u	: u	: 	: 
A,WORLD,PER,N1-3,BUS,NR,CY	47164 b	21320 u	40319 u	45527 	51192 	41741 	50593 	52970 	: u	19910 u	31775 u	34249 	38572 
A,WORLD,PER,N1-3,BUS,NR,CZ	1903927 	1977638 	1401220 	1575276 	1234507 	1556847 	1170027 	1181036 	612271 	767006 	971424 	627125 	867669 
A,WORLD,PER,N1-3,BUS,NR,DE	3537100 	4842112 	4678526 	6263384 	7160355 	4977678 	5601943 	4159682 	1338879 u	1936009 	1571301 	2680240 	2456084 
A,WORLD,PER,N1-3,BUS,NR,DK	970101 	901377 b	1034625 	965538 	1289076 	866317 	356885 	1177921 	521591 	340398 	462646 	481791 	647349 
A,WORLD,PER,N1-3,BUS,NR,EA20	15965259 	16850988 	17097644 	20289507 	20754261 	21096137 	21005782 	20289235 	7986705 	9893747 	15032066 	15663125 	16263407 
A,WORLD,PER,N1-3,BUS,NR,EE	369420 	293052 	505419 	377475 	377295 	444921 	654926 	520109 	141983 	193963 	273312 	374521 	408223 
A,WORLD,PER,N1-3,BUS,NR,EL	264051 	141640 	211181 	198754 	174801 	181228 	209558 	188469 	57426 	52040 	163994 	111677 	117773 
A,WORLD,PER,N1-3,BUS,NR,ES	3135563 	3305222 	3017723 	4856660 b	4784013 	5597524 	5509688 	5552015 	2243730 	3407031 	4557565 	4079045 	5107283 
A,WORLD,PER,N1-3,BUS,NR,EU27_2020	30515642 e	28512693 e	29891775 	32598914 	33058774 	33037222 	31446321 	31363687 	13979343 	16217999 	23769102 	24356989 e	25178056 
A,WORLD,PER,N1-3,BUS,NR,FI	1109825 b	1208865 	1292247 	1713642 	1743391 	1921270 	1401421 	1695188 	575850 	696080 	952364 	966166 	1308257 
A,WORLD,PER,N1-3,BUS,NR,FR	1714032 	1585909 	1606432 	1574717 	1557210 	2405834 	2431808 	2433321 	2035627 	1630326 	3041337 	2982072 	2279108 
A,WORLD,PER,N1-3,BUS,NR,HR	688304 	841364 	739488 	567796 	433145 	419200 	391065 	466125 	114582 	94782 	231289 	312228 	300861 
A,WORLD,PER,N1-3,BUS,NR,HU	1821605 	1422912 	1619155 	1348877 	1175569 	1070011 	1052904 	966040 	373309 	377917 	503454 	498694 	497974 
A,WORLD,PER,N1-3,BUS,NR,IE	272569 	294234 	309568 	275403 	295214 	310784 	431961 	406556 	33356 u	: u	845478 	468877 	610758 
A,WORLD,PER,N1-3,BUS,NR,IT	1332945 	1223991 	1223786 b	1421626 	1022728 	1540684 	1138453 	1526370 	303549 u	380109 u	614862 	512909 	395636 
A,WORLD,PER,N1-3,BUS,NR,LT	246831 	207097 	286634 	269336 	276812 	281687 	345606 	352741 	146916 	218785 	356562 	361795 	383998 
A,WORLD,PER,N1-3,BUS,NR,LU	23827 	29659 	28347 	23467 	20147 	23583 	23134 	26600 	11572 u	10519 u	29470 	40377 	40953 
A,WORLD,PER,N1-3,BUS,NR,LV	685847 	543092 	518446 	443040 	461763 	414766 	291144 	324337 	94917 	137009 	246760 	260227 	310421 
A,WORLD,PER,N1-3,BUS,NR,ME	: 	: 	: 	: 	159941 	140844 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,BUS,NR,MK	: 	: 	: 	: 	: 	: 	: 	45100 	169529 	195017 	: 	: 	: 
A,WORLD,PER,N1-3,BUS,NR,NL	528859 b	624986 	645044 	437084 	466276 	520292 	500877 	554868 	214482 	241916 	308009 	386989 	369262 
A,WORLD,PER,N1-3,BUS,NR,NO	: 	461268 	482799 	366216 	284772 	304686 	447610 	: 	: 	197402 	429057 	438121 	449804 
A,WORLD,PER,N1-3,BUS,NR,PL	3509447 	2918233 	4288109 b	4337732 	4224056 	4454015 	4268396 	4138094 	2101513 	2571569 	3027507 	3057202 	2934947 
A,WORLD,PER,N1-3,BUS,NR,PT	703231 	499459 	592107 	506292 	399870 	476442 	532479 	497387 	169274 	225437 	384215 	584419 	605525 
A,WORLD,PER,N1-3,BUS,NR,RO	4383458 	2644097 	2653161 	2184810 	2401087 	2444626 	2251182 	2058757 	1003623 	1369987 	2060400 	2202966 	1750960 
A,WORLD,PER,N1-3,BUS,NR,RS	: 	: 	: 	: 	: 	: 	226756 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,BUS,NR,SE	: 	: 	1375282 	1620773 	1616841 	1089457 	880806 	1099956 	1248297 	717994 	1448854 	: 	1896887 
A,WORLD,PER,N1-3,BUS,NR,SI	108418 	153161 	140668 	115645 	135642 	139811 	156002 	145493 	58957 u	80029 	118474 	232926 	188418 
A,WORLD,PER,N1-3,BUS,NR,SK	435785 	327141 b	524124 	404068 	514637 	590416 	473953 	530134 	207749 	267155 	439572 	395950 	366791 
A,WORLD,PER,N1-3,BUS,NR,UK	3647637 	3583796 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,BUS_OCC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	32961 u	30648 u	58508 u	51959 u	78550 
A,WORLD,PER,N1-3,BUS_OCC,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	229168 	479963 	784540 	887213 	1045819 
A,WORLD,PER,N1-3,BUS_OCC,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	35107 u	95035 	154696 	: 
A,WORLD,PER,N1-3,BUS_OCC,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,WORLD,PER,N1-3,BUS_OCC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	104208 u	83417 u	115252 u
A,WORLD,PER,N1-3,BUS_REG,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	99073 	148733 	204243 	236821 	240313 
A,WORLD,PER,N1-3,BUS_REG,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,WORLD,PER,N1-3,BUS_REG,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1982622 	2867314 	3744685 	3167448 	4027210 
