freq,c_dest,unit,purpose,duration,accommod,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,WORLD,NR,PER,N_GE4,TOT_NR,EE	4149515 	3232227 	3787324 	4194685 	3385910 	3238174 	4469818 	3318292 	1548265 	2212056 	2173645 	2846434 	3945544 
A,WORLD,NR,PER,N_GE4,TOT_NR,EL	34849575 	42873977 	45242999 	41154898 	40533337 	46348593 	50560215 	45658334 	44503618 	43818429 	47806294 	45630035 	48766383 
A,WORLD,NR,PER,N_GE4,TOT_NR,ES	267765058 	288631618 	268809164 	254688789 b	268001881 	258148641 	250179322 	255320883 	208357549 	230127766 	254669509 	268437801 	275281992 
A,WORLD,NR,PER,N_GE4,TOT_NR,EU27_2020	1767603259 e	1844734204 e	1814046818 	1746839134 	1747289265 	1824461499 	1843775891 	1833490736 	1448154888 	1569512157 	1757776517 	1829073469 e	1836684716 
A,WORLD,NR,PER,N_GE4,TOT_NR,FI	36277843 b	36635485 	37123600 	37413139 	37993052 	35766606 	33464605 	41949701 	55757998 	55615226 	52801831 	50433757 	50502347 
A,WORLD,NR,PER,N_GE4,TOT_NR,FR	557182216 	566386957 	562974655 	500353307 	479004204 	455727439 	464818895 	434758126 	373268644 	388770835 	391430699 	439137602 	424457123 
A,WORLD,NR,PER,N_GE4,TOT_NR,HR	20004810 	25410135 	21286809 	22025316 	14060817 	15979249 	13729294 	15655859 	11640653 	13370728 	13085087 	15625029 	14165484 
A,WORLD,NR,PER,N_GE4,TOT_NR,HU	23212007 	21146845 	21720282 	22307319 	19730974 	18054628 	19950740 	22347127 	12609151 	12518125 	14984495 	15683918 	12721183 
A,WORLD,NR,PER,N_GE4,TOT_NR,IE	17286837 	16490575 	15821209 	15992605 	16284989 	14973651 	17998615 	18181679 	5003679 	9812607 	20579342 	18955600 	23778508 
A,WORLD,NR,PER,N_GE4,TOT_NR,IT	156019618 	149440003 	130401330 b	128535302 	122912604 	123156076 	140651369 	131831507 	80896991 	100370077 	118838093 	107039865 	101101044 
A,WORLD,NR,PER,N_GE4,TOT_NR,LT	7091166 	8835544 	6665169 	7123627 	7068415 	6447720 	6702523 	7377029 	2844077 	2737228 	4574465 	5121489 	5595559 
A,WORLD,NR,PER,N_GE4,TOT_NR,LU	3959476 	3622736 	3208028 	3212563 	3329932 	6147541 	5537093 	5213166 	6078591 	6557720 	9040701 	8895012 	8699635 
A,WORLD,NR,PER,N_GE4,TOT_NR,LV	6435402 	5520988 	6928588 	4449380 	5823118 	4697811 	4466190 	4326423 	2976460 	4148183 	4863234 	4818362 	3830761 
A,WORLD,NR,PER,N_GE4,TOT_NR,ME	: 	: 	: 	: 	5437548 	3665894 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOT_NR,MK	: 	: 	: 	: 	: 	: 	: 	1414454 	454924 	580727 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOT_NR,MT	748134 	883762 	545846 b	465383 	563626 	669902 	711217 	653243 	510446 	753088 	696520 	861280 	1371819 
A,WORLD,NR,PER,N_GE4,TOT_NR,NL	50799146 b	45768210 	43499516 	46992281 	47502676 	101158084 	100736966 	101777759 	44484218 	67658818 	73181093 	73255274 	69203924 
A,WORLD,NR,PER,N_GE4,TOT_NR,NO	: 	20812110 	32313577 	27386153 	26866474 	31320959 	34870836 	: 	: 	47519466 	54333877 	52005806 	52892343 
A,WORLD,NR,PER,N_GE4,TOT_NR,PL	88536138 	63875662 	111320757 b	104349277 	107187861 	117556242 	117397396 	123254008 	92742091 	96231156 	124899137 	111194179 	109911278 
A,WORLD,NR,PER,N_GE4,TOT_NR,PT	29482644 	40915624 	32698402 	30614361 	26259895 	31618905 	30123550 	33145567 	30913818 	32680925 	31234817 	32485474 	31857847 
A,WORLD,NR,PER,N_GE4,TOT_NR,RO	32995471 	32340887 	31051929 	25227021 	25813494 	24371961 	23630117 	25217694 	13500623 	18143748 	16536959 	21948897 	22017036 
A,WORLD,NR,PER,N_GE4,TOT_NR,RS	: 	: 	: 	: 	: 	: 	5471522 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOT_NR,SE	: 	: 	56088950 	61714233 	70050225 	117038294 	87623985 	88171877 	77644305 	93554367 	108915294 	: 	120363223 
A,WORLD,NR,PER,N_GE4,TOT_NR,SI	3319596 	3523363 	3671516 	4434221 	4693110 	4237326 	4260617 	3326374 	2806395 	5544679 	6507407 	8155835 	7441634 
A,WORLD,NR,PER,N_GE4,TOT_NR,SK	8260550 	5358799 b	7547142 	8110823 	9262341 	10549132 	12542645 	13624582 	5109511 	6133268 	7615639 	9007381 	7298110 
A,WORLD,NR,PER,N_GE4,TOT_NR,UK	322260819 	264864787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOT_R,AL	: 	: 	: 	: 	: 	4744590 	: 	6616848 	5175895 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOT_R,AT	57181455 	58315208 	56095993 	56081164 	57528389 	61246311 	57501905 	59961608 	23419611 	36442407 	63555475 	68413233 	77263219 
A,WORLD,NR,PER,N_GE4,TOT_R,BE	50623175 	59078208 	58927291 	59037255 	66953401 	55281989 b	66296395 	66022884 	30032942 	41994746 	65843184 	71697478 	86637677 
A,WORLD,NR,PER,N_GE4,TOT_R,BG	5951801 b	8369933 	7326184 	6201817 	7158133 	10346989 	10060924 	9691800 	4904303 	5934496 	9167515 	10484948 	10989284 
A,WORLD,NR,PER,N_GE4,TOT_R,CH	62657270 	66507999 	69189943 	71045900 	82327858 	80815968 	78667451 	77534993 	46483461 	42558299 	67946957 	: 	: 
A,WORLD,NR,PER,N_GE4,TOT_R,CY	5263767 b	5011905 b	5157631 	4926188 	5200972 	5695182 	4981738 	5967989 	3741026 	2581720 	4503738 	5693871 	6596503 
A,WORLD,NR,PER,N_GE4,TOT_R,CZ	48648809 	47568471 	42666572 	43441184 	49034075 	53554987 	52918102 	52565292 	28559573 	33334256 	52314677 	55760968 	54243040 
A,WORLD,NR,PER,N_GE4,TOT_R,DE	664805918 	662221670 	697253708 	677861458 	703237247 	713256957 	827647562 	792987016 	334775243 	452536813 	725954398 	776575536 	885727067 
A,WORLD,NR,PER,N_GE4,TOT_R,DK	37003310 	37774555 b	38855093 	40544807 	36635546 	43298216 	42186223 	65178789 	33488445 	22746103 	33894356 	38133981 	62050292 
A,WORLD,NR,PER,N_GE4,TOT_R,EA20	1825429313 	1807725305 	1809618900 	1734445213 	1801289968 	1815931520 	1982093366 	1964064006 	991650923 	1291785775 	1902263589 	1982898741 	2130971354 
A,WORLD,NR,PER,N_GE4,TOT_R,EE	3006451 	3212767 	3385513 	3710365 	3471934 	4242192 	6271644 	5735518 	2481833 	2695395 	4493909 	5796081 	5940668 
A,WORLD,NR,PER,N_GE4,TOT_R,EL	9749859 	9601540 	11171876 	10306672 	9212341 	9430511 	12084523 	12307915 	8773121 	12247142 	15356987 	15470070 	15420788 
A,WORLD,NR,PER,N_GE4,TOT_R,ES	155991754 	152976673 	146394876 	138131044 b	148619718 	158893129 	162580127 	163791191 	73943958 	113856787 	160862207 	167132362 	175702302 
A,WORLD,NR,PER,N_GE4,TOT_R,EU27_2020	2110515943 e	2125076932 e	2096816070 	2027840607 	2118648398 	2215834927 	2380591702 	2394386278 	1214435020 	1553768883 	2296901718 	2408026140 e	2608470590 
A,WORLD,NR,PER,N_GE4,TOT_R,FI	35479450 b	36669498 	33611335 	32764501 	33189890 	38478444 	42547897 	43258455 	22383071 	19567102 	39129885 	39552364 	43181250 
A,WORLD,NR,PER,N_GE4,TOT_R,FR	410504845 	418611681 	430665433 	385840826 	389613029 	401065169 	412166485 	397929814 	278433820 	325070143 	400087427 	394592325 	393284035 
A,WORLD,NR,PER,N_GE4,TOT_R,HR	11327817 	10511692 	8777169 	9928778 	5099231 	6595959 	6503952 	7260485 	3973038 	6057422 	7356342 	8442703 	9826914 
A,WORLD,NR,PER,N_GE4,TOT_R,HU	18710317 	18286047 	19544353 	18531619 	20828056 	22593630 	25073478 	28360608 	10525864 	13054386 	21351410 	27768841 	30884808 
A,WORLD,NR,PER,N_GE4,TOT_R,IE	29194819 	29112077 	29867218 	28830032 	31417290 	33620708 	32836957 	38143737 	14596340 	9456237 	32532143 	36582268 	43240377 
A,WORLD,NR,PER,N_GE4,TOT_R,IT	156004121 	136740424 	109766391 b	99536278 	110878260 	122920212 	134961014 	141579457 	75694790 	101774349 	122751261 	111390527 	114627428 
A,WORLD,NR,PER,N_GE4,TOT_R,LT	6011153 	5562944 	5750856 	5755766 	5981265 	6819317 	7541307 	7034735 	2797449 	3724120 	7522008 	8519543 	9179596 
A,WORLD,NR,PER,N_GE4,TOT_R,LU	4937987 	5066186 	5793971 	5761859 	5918978 	7236865 	7212002 	7136707 	3527763 	6051616 	9159984 	8608266 	9405940 
A,WORLD,NR,PER,N_GE4,TOT_R,LV	2501018 	2839442 	4421431 	3232773 	2859086 	3480133 	2637385 	4255600 	1742778 	2545216 	4225456 	5970907 	6020871 
A,WORLD,NR,PER,N_GE4,TOT_R,ME	: 	: 	: 	: 	1334814 	1422028 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOT_R,MK	: 	: 	: 	: 	: 	: 	: 	1425929 	488446 	1408503 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOT_R,MT	1310465 	1288914 	1573799 b	1654123 	1914714 	2140627 	2501843 	2517676 	828632 	1166321 	2387856 	2943781 	3161393 
A,WORLD,NR,PER,N_GE4,TOT_R,NL	180734462 b	174644006 	171837985 	171425868 	178644276 	141919945 	145818305 	149006423 	83922391 	118377748 	186294775 	197392338 	182884668 
A,WORLD,NR,PER,N_GE4,TOT_R,NO	: 	45425631 	50361036 	46488173 	47327289 	47819055 	40058618 	: 	: 	15746567 	34825241 	32743093 	35134769 
A,WORLD,NR,PER,N_GE4,TOT_R,PL	107238289 	137513124 	112627965 b	120724838 	135164905 	143095025 	151756563 	163284837 	96433078 	126276799 	154206788 	162972133 	167206393 
A,WORLD,NR,PER,N_GE4,TOT_R,PT	9387004 	11099304 	7984442 	11191675 	13480673 	15208630 	16258233 	20481501 	13021353 	16602916 	20499080 	21174029 	22169925 
A,WORLD,NR,PER,N_GE4,TOT_R,RO	14596828 	14486159 	13673643 	14609490 	14299238 	16821253 	18438153 	22031567 	12729351 	21355455 	24301699 	26130577 	29457659 
A,WORLD,NR,PER,N_GE4,TOT_R,RS	: 	: 	: 	: 	: 	: 	2881313 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOT_R,SE	: 	: 	52503361 	49341640 	54238477 	110193307 	98064893 	89209379 	36143483 	39281612 	99401685 	: 	122667761 
A,WORLD,NR,PER,N_GE4,TOT_R,SI	9286233 	8804966 	8350343 	9640559 	10223072 	9531188 	10750268 	10847608 	5536189 	8473175 	10858097 	11613577 	13315667 
A,WORLD,NR,PER,N_GE4,TOT_R,SK	22127562 	16356201 b	12831637 	18828028 	17846203 	18868053 	22993822 	27837687 	8025575 	10564398 	18889376 	25337483 	27385065 
A,WORLD,NR,PER,N_GE4,TOT_R,UK	337114212 	402753373 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,AL	: 	: 	: 	: 	: 	29151 u	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,AT	126210 u	84258 u	132281 u	: u	129731 u	116121 u	87270 u	: u	218093 	255923 	505575 	342218 	290734 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,BE	: u	90484 u	51381 u	109326 u	87467 u	: u	95987 u	258773 	156319 u	144905 u	193608 u	228180 	115277 u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,CH	: u	: u	: u	: u	: u	: 	: 	: u	: u	: 	: u	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,CY	: u	: u	: u	23747 u	: u	: u	: u	: u	: u	: u	: u	: u	22173 u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,CZ	191762 u	219261 u	148131 u	243747 u	190691 u	205883 u	204807 u	213307 u	: u	: u	260800 u	405284 	182417 u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,DE	1730628 u	2145196 u	1373038 u	1530816 u	1930865 u	1699194 u	1262583 u	4653355 u	1155619 u	2140037 u	3414816 	4338451 	2230076 u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,DK	217866 u	263547 bu	325718 u	386948 	256598 u	: 	: 	172260 u	184416 u	204910 u	: u	171724 u	: u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,EA20	6185663 	5812284 	6638385 	6978084 	7102637 	6513533 	7302408 	10681391 	7905647 	9298554 	12076361 	13619815 	9790393 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,EE	89801 u	188648 	239659 	151355 	240305 	200764 	236015 	196405 	144244 u	104961 u	186911 	181421 	268215 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,EL	60918 u	28066 u	86741 	47249 u	: u	45269 u	28846 u	: u	: u	77413 u	: u	: u	: u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,ES	468497 	441624 	588446 	1627662 b	1283386 	1591238 	1759175 	1769603 	998854 	1446213 	2078211 	2667120 	2468668 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,EU27_2020	9516958 e	9985150 e	9761205 	10493115 	10376553 	9629929 	9802095 	14035559 	11261291 	12175212 	25551770 	27667360 e	11631088 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,FI	682796 b	531697 	465783 	573601 	544769 	527249 	769390 	611468 	478053 	525951 	536292 	632839 	607976 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,FR	1578667 	1544035 	2098716 	1580933 	1433438 	960675 	1848371 	1945422 	3895386 	3646643 	3304646 	3017942 	2453787 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,HR	: u	: u	81324 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,HU	147755 	145850 	144978 	343497 	280042 	296012 	433344 	504080 	203071 	58194 	190903 	184785 	: u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,IE	62193 u	43495 u	39077 u	89866 	34252 u	63256 u	75950 u	75486 u	120158 	: u	156409 u	169636 u	313204 u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,IT	: u	: u	989844 bu	774137 u	897669 u	: u	531320 u	511977 u	: u	336078 u	415530 u	572878 u	: u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,LT	43677 	29273 	56040 	11445 	26142 u	21666 u	23113 	17099 u	27733 	18657 u	17215 u	115205 	123266 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,LU	: u	: u	: u	: u	: 	43957 u	11295 u	: u	: u	: u	25295 u	50715 	25555 u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,LV	417060 	177250 	237833 	176062 	159103 u	136670 	125406 u	83380 u	93192 u	146204 	89448 u	101227 u	61266 u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,MT	: 	: u	: u	8837 u	15866 u	13706 u	: u	: u	15082 u	: u	: u	: u	20657 u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,NL	123522 bu	145789 u	: u	142711 u	96205 u	: u	: u	: u	94202 u	220649 	646635 	656631 	263523 u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,NO	: 	122234 u	293630 u	164582 u	205480 u	210283 u	488683 	: 	: 	496477 	291516 u	707981 	335721 u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,PL	959814 	1284887 	384500 b	286574 	195111 	577374 	376614 	432257 	356008 	158868 	716551 	580849 	227149 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,PT	60747 u	52032 u	: 	: 	124229 	210744 	339794 	185933 	94047 	65834 	193621 	232538 	154219 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,RO	61718 u	493167 	381476 	297101 	364701 	371318 	318116 	265229 	95077 u	58754 u	66320 u	37864 u	95319 u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,SE	: 	: 	1738016 	1957165 	1986773 	1665809 	1166806 	1767035 	2349618 	2217867 	12087193 	: 	: u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,SI	: u	109521 u	43540 u	: u	: u	: u	: u	: u	: u	80960 	125824 	136710 	93564 u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,WORLD,NR,PER_HOL,N1-3,NR_OTH,UK	1231396 	1231950 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,AL	: 	: 	: 	: 	: 	92941 	: 	146551 	148976 	: 	: 	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,AT	163692 u	226413 	387106 	424453 	247040 	333769 	261223 u	286647 	346078 	526264 	919340 	639725 	848574 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,BE	193828 u	204369 	179387 	243569 	150796 u	207581 b	318376 	291501 	399403 	740574 	456838 	505699 	511669 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,BG	266669 b	178757 	124736 u	89410 u	79610 u	257222 	314280 	82875 u	192990 	165099 	356534 	178866 	241328 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,CH	: u	: u	561869 u	396001 u	454405 u	506045 u	459745 u	: u	401824 u	: u	715229 u	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,CY	397909 b	350073 b	221549 	500168 	625430 	648073 	781264 	837665 	857012 	922407 	750904 	622750 	664971 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,CZ	13586844 	10235657 	11563739 	7877863 	9914352 	11291544 	10863978 	10591094 	8642004 	9516545 	9396467 	5536567 	7351307 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,DE	3294290 	2800850 u	3268952 	3109473 u	3816704 	3722361 	5830254 	5727568 	2069646 u	4221360 	5245092 	3282164 	4522888 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,DK	3998724 	4807843 b	5046222 	5002801 	3865293 	861508 	1328976 	2870159 	4127014 	2892968 	2560194 	2627571 	2908771 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,EA20	89003505 	80505336 	80891699 	56174994 	64962253 	68601398 	67773245 	66186196 	40236912 	55575811 	57973866 	57405484 	61618873 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,EE	105322 u	42252 u	61423 u	81422 u	117040 u	80779 u	217719 u	93137 u	149558 u	81792 u	: u	118224 u	143246 u
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,EL	1560050 	591933 	396708 	346154 	276638 	245871 	336962 	256907 	639148 	234899 	423365 	367339 	341460 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,ES	55780588 	50534270 	50612546 	25765399 b	31203685 	35789239 	33697552 	32286933 	15611670 	21951060 	25118429 	25340128 	28803077 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,EU27_2020	116900713 e	103876912 e	105878756 	77612692 	87443551 	89139265 	88622206 	87628379 	69602039 	83413520 	74169747 	69037610 e	81352740 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,FI	4335330 b	4211595 	4044191 	4078498 	4895296 	4219627 	4127452 	3972298 	6425516 	7763148 	6329488 	5149222 	5975671 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,FR	11063291 	10553404 	11629750 	9679259 	9759186 	11116481 	8780111 	9343146 	4994487 	7253531 	8098741 	9964833 	9594771 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,HR	578272 	566004 	518107 	270579 	196245 	325268 	337645 	288004 	264630 	220389 	217418 	447832 	353390 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,HU	2874536 	1825509 	1640192 	1744543 	1629134 	1466279 	1437590 	1112701 	1386917 	1493707 	1677568 	1439156 	1300536 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,IE	501793 	374148 	433014 	442446 	459152 	544040 	599733 	563337 	101502 	323831 	675118 	645343 	789310 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,IT	3802616 	3041139 	2334540 b	2843074 	5127072 	1522370 u	2543117 	2233965 	1308609 	1613973 	2366860 	1912504 	1083180 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,LT	6866 u	: 	21574 u	: u	: 	: 	: u	: 	243429 	354136 	123717 	318376 	573821 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,LU	21006 u	23952 u	25818 u	22291 u	12472 u	42807 u	37730 u	46449 u	34342 u	27136 u	32507 u	27486 u	: u
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,LV	275994 	192513 	331897 	297835 	391641 	369067 	315005 	139848 	151793 	757765 	546321 	563653 	405629 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,ME	: 	: 	: 	: 	305168 	208503 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,MK	: 	: 	: 	: 	: 	: 	: 	11342 u	: u	: u	: 	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,MT	27678 u	65206 	40090 b	47570 	82017 	51336 	66104 	53855 	107866 	101144 	114694 	99406 	123471 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,NL	3687976 b	3304862 	4203626 	3351380 	3399540 	4809224 	4455338 	5001740 	3058103 	3460312 	1389683 	1346665 	1343801 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,NO	: 	2160260 	2520482 	2809968 	2660549 	2312456 	4012807 	: 	: 	11266543 	7965311 	8106839 	10115205 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,PL	1640047 	926498 	1347394 b	868275 	799047 	1269999 	1079813 	1072802 	1532127 	1339514 	1884903 	1534157 	1736183 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,PT	1758950 	2123893 	504497 	3176156 	2661690 	2813319 	3230798 	3361492 	2500108 	3230371 	3531818 	3543892 	3084134 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,RO	1185929 	1018709 	955925 	719455 	877450 	933688 	932667 	847250 	172282 	211284 	320216 	315809 	309240 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,SE	: 	: 	4308848 	5135352 	5316411 	4457628 	4891656 	4865302 	13311793 	12218592 	: 	: 	5886502 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,SI	1432468 	1221419 	1524370 	1233363 	1274081 	1328643 	1584096 	1117529 	697757 	1452261 	1289467 	2028454 	2112645 
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,SK	: u	: u	: u	: u	: u	431542 u	250020 u	284176 u	276253 u	339458 u	297139 u	481787 u	331330 u
A,WORLD,NR,PER_HOL,N1-3,NR_OWN,UK	867270 u	614800 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,AL	: 	: 	: 	: 	: 	225868 	: 	228376 	161047 	: 	: 	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,AT	1148973 	1276273 	1201911 	1343144 	1339649 	1419021 	1147622 	1370838 	660161 	929393 	1006651 	1131649 	935634 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,BE	: 	528545 	441242 	614352 	528492 	754364 b	847691 	876400 	471832 	797658 	729676 	794564 	675443 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,BG	249128 b	182254 	192003 	251749 	237007 	228896 	245962 	105511 u	178927 u	271161 	291144 	192292 	156064 u
A,WORLD,NR,PER_HOL,N1-3,NR_RF,CH	1383573 	1089951 	906010 	839671 	808217 	917017 	864215 	1304508 	575130 u	887080 	703060 u	: 	: 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,CY	297188 b	461855 b	458515 	317710 	274701 	272580 	379424 	291643 	230805 	225877 	195192 u	200319 	225608 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,CZ	2221861 	1964366 	1853613 	1890265 	1391183 	2213732 	1952991 	2086593 	1372146 	2021852 	2014539 	1349960 	1607469 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,DE	7465099 	8306686 	8018453 	7762198 	7810597 	5648051 	5803293 	4859440 	1738726 u	4107987 	4513646 	6240648 	5382162 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,DK	1243650 	1475053 b	1560209 	1923038 	1596976 	9185393 	1009134 	1874940 	1865740 	1234867 	1140692 	1042530 	1766762 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,EA20	47461629 	47825917 	50200286 	44573289 	45797544 	48016055 	56058076 	50318880 	27110564 	37170128 	45563867 	48693102 	47459300 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,EE	460307 	410565 	292989 	463845 	389950 	582741 	1053499 	560025 	289505 	279082 	334366 	580662 	498144 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,EL	442356 	371688 	463022 	422538 	483510 	522295 	450635 	300041 	294897 	355236 	427199 	349192 	448575 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,ES	17693565 	18871822 	17524674 	16676360 b	16294033 	18566360 	19668307 	18278172 	8579545 	10933092 	16205780 	17447515 	15621147 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,EU27_2020	60161393 e	60022188 e	61883615 	57736514 	58515169 	69068385 	69457849 	63268371 	37430804 	47628418 	56022381 	59399168 e	61863256 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,FI	3521885 b	3761917 	3834917 	3791007 	3687765 	3900716 	3601938 	3177567 	2331238 	2376502 	2301095 	2349195 	2718933 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,FR	7131236 	7467190 	7813666 	6181593 	5839367 	6314949 	10455275 	10511964 	7281900 	8027261 	10558783 	11146170 	12395875 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,HR	557164 	693723 	664273 	494016 	401599 	424378 	436440 	390694 	260646 	304825 	340158 	384961 	463854 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,HU	1385831 	1079497 	935967 	848518 	900098 	881372 	764930 	865133 	564262 	493562 	751317 	594487 	706599 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,IE	528172 	500708 	634577 	519849 	558728 	580383 	630828 	695725 	41557 u	368773 	1089547 	807155 	1138879 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,IT	4904343 	1279202 	4345869 b	3247275 	4089760 	4753261 	7018030 	4104073 	2297647 	1893014 	3521502 	2673594 	2237111 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,LT	128705 	128216 	152746 	201844 	150642 	191477 	202653 	282969 	88021 	217568 	106270 	202351 	336462 
A,WORLD,NR,PER_HOL,N1-3,NR_RF,LU	72617 	55164 	100857 	46813 	55620 	64139 	88671 	76737 	27338 u	49106 	66292 	70506 	59104 
